1.000000000000000000e+00,1.299653498987110023e-01,-1.228275560672153155e+00,-1.087627626326362673e+00,-1.066070969228358756e+00,1.360958581746789742e+00,-1.644659290516258324e-02,8.575403417002652739e-02,1.126573823654349049e-01,1.678725915214658304e-01,2.052042743250090950e-01,2.241136026362290923e-01,1.636569612743546065e+00,1.621947680315446005e+00,1.734972046421965342e+00,2.022601676814307581e+00,2.207012615514545306e+00,2.232210760759754997e+00,1.635110698089397296e-01,9.304633380640000076e-03,1.363455594598000642e-01,1.521367626639645865e-01,1.496525969933032718e-01,1.091450635226020038e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-1.031753915423951895e-01,8.141495540728953539e-01,2.041647017576605494e-01,-1.066070969228358756e+00,-4.774856899645607000e-01,8.737040540237401842e-01,-1.575532605655210583e+00,-7.142580421973518945e-01,-6.869587426082098824e-01,-6.685365530929128219e-01,-1.488233370389352439e+00,-6.102101979320062597e-01,-6.842863879747572708e-01,-5.507162540870736978e-01,-5.346801959309084307e-01,-6.552607346083862971e-01,-6.521076385176902690e-01,-3.120183801979966587e-01,1.536815608847659498e-01,2.398814752503055925e-01,-2.665810271340542936e-01,-3.098066700069215806e-01,-2.930010947476494043e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.062528315663135769e+00,8.141495540728953539e-01,2.041647017576605494e-01,-1.066070969228358756e+00,1.036527239680080870e+00,-1.644659290516258324e-02,8.575403417002652739e-02,1.126573823654349049e-01,1.678725915214658304e-01,2.052042743250090950e-01,2.241136026362290923e-01,-5.199971218673629103e-01,-5.059053951232878044e-01,-4.840137514847877576e-01,-4.691482415683626561e-01,-4.579650998788886707e-01,-4.619485191817474523e-01,-2.634573153988956085e-01,-1.771084428028667224e-01,-2.096889350014797815e-01,-2.465155284798173085e-01,-2.672082322521864284e-01,-2.732384835412255963e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-3.363161329835013813e-01,-1.228275560672153155e+00,2.041647017576605494e-01,2.761504745217791879e+00,7.120958976133718865e-01,-1.644659290516258324e-02,8.575403417002652739e-02,1.126573823654349049e-01,1.678725915214658304e-01,2.052042743250090950e-01,2.241136026362290923e-01,-6.576458532173538041e-01,-6.317526808641750202e-01,-6.011338787944922046e-01,-5.705336430883151122e-01,-5.462399879592215735e-01,-5.148953848467525685e-01,-2.647751190569445079e-01,-2.143910580395680665e-01,-2.378806421926294712e-01,-2.465155284798173085e-01,-2.441696318640322882e-01,-2.355516435661849095e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,5.185332523005546923e-01,8.141495540728953539e-01,2.041647017576605494e-01,8.477168879947165614e-01,-1.126348374097978500e+00,-1.644659290516258324e-02,8.575403417002652739e-02,1.126573823654349049e-01,1.678725915214658304e-01,-6.685365530929128219e-01,2.241136026362290923e-01,-4.325677955525821239e-01,-4.593850165510290906e-01,-5.069971623345823630e-01,-5.129547527480614599e-01,3.804699550907738592e-01,2.469332059085820874e-01,-2.318300276057226328e-01,-1.771084428028667224e-01,1.160349224232355529e-02,4.028963851988719647e+00,-1.785325937211430236e-01,-1.781021923847204147e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-8.025976158657137649e-01,-1.228275560672153155e+00,-1.087627626326362673e+00,8.477168879947165614e-01,-9.100608127201725850e-01,-1.644659290516258324e-02,8.575403417002652739e-02,1.126573823654349049e-01,1.678725915214658304e-01,2.052042743250090950e-01,1.936460575661810735e+00,-4.023242429937731179e-01,-3.722710652320535551e-01,-3.346215809611230996e-01,-2.537689223955555406e-01,-1.863371378885969043e-01,-1.753133644671447944e-01,-2.728137213710426501e-01,-2.047907846161174661e-01,-1.131385749751529640e-01,-1.136314314318900009e-01,-3.098066700069215806e-01,-2.399752513071576610e-01,1.838110136543063655e+00,1.000000000000000000e+00
1.000000000000000000e+00,-1.113451937787188761e+00,-1.228275560672153155e+00,1.495957029841683772e+00,-1.066070969228358756e+00,1.036527239680080870e+00,-1.644659290516258324e-02,8.575403417002652739e-02,1.766488231491008420e+00,1.877535259780817034e+00,1.952685929160853151e+00,1.936460575661810735e+00,-5.535839718644490759e-01,-5.066552586340620223e-01,-4.961157676900228575e-01,-4.619872509954450757e-01,-4.518169345054535158e-01,-4.162224547524974172e-01,-1.652809428742544884e-01,-2.703149808946200827e-01,-2.335146698400178134e-01,-3.129575770037809623e-01,-2.271040019468810733e-01,-2.930010947476494043e-01,1.838110136543063655e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.528809798545348153e+00,8.141495540728953539e-01,-1.087627626326362673e+00,-1.066070969228358756e+00,-5.856294706534637129e-01,8.737040540237401842e-01,1.747040673995263749e+00,-7.142580421973518945e-01,1.678725915214658304e-01,-6.685365530929128219e-01,-6.320598838765616456e-01,-4.373099622118958307e-01,-4.900428977799881625e-01,-6.267222746823140067e-01,-6.358069612224935829e-01,-6.615264878441549090e-01,-6.521076385176902690e-01,-3.636103934106100777e-01,-9.191766698700415406e-02,-1.755096085838912245e-01,-2.917625635246365312e-01,-3.098066700069215806e-01,-2.930010947476494043e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-4.917432939442388795e-01,8.141495540728953539e-01,2.041647017576605494e-01,-1.066070969228358756e+00,-3.693419092756577427e-01,-1.644659290516258324e-02,8.575403417002652739e-02,1.126573823654349049e-01,1.678725915214658304e-01,2.052042743250090950e-01,2.241136026362290923e-01,-2.820214899846347212e-01,-2.741687293898104616e-01,-2.688122160861607934e-01,-4.941712966628917236e-01,-1.249562737505309634e-01,-5.165302832397535848e-01,-2.313687963254055235e-01,-1.748248826196187600e-01,-2.350739456802362626e-01,1.255739188647000848e+00,-4.725851743536450822e-02,-2.355516435661849095e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-8.803111963460825695e-01,8.141495540728953539e-01,2.041647017576605494e-01,-1.066070969228358756e+00,-1.018204593409075542e+00,8.737040540237401842e-01,-1.575532605655210583e+00,-7.142580421973518945e-01,1.678725915214658304e-01,2.052042743250090950e-01,2.241136026362290923e-01,-7.015004032968478187e-01,-6.955199201842394707e-01,-6.574610981310353708e-01,-6.307150604765138224e-01,-5.988689554864685682e-01,-5.639593668283798822e-01,-3.636103934106100777e-01,-1.884796404500606315e-01,-2.378806421926294712e-01,-2.108361484224488269e-01,-2.310422242354544520e-01,-1.781021923847204147e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
