2.368976458075470332e-02,-1.224948670906753773e-02,4.056090844840105902e-03,-8.265342348843341541e-03,-4.290222460403100846e-03,-1.007375667861107804e-03,2.422468936532802368e-03,6.919766786286562707e-03,-1.093697704854985561e-02,1.220578377806192001e-02,-2.257487921109140039e-02,-9.837208270704432891e-03,-2.034741082074579405e-03,-9.264599950439291604e-03,-8.549725649325198851e-03,-5.834139380262235233e-03,-7.182979238023494070e-03,-7.599109444032445954e-03,-5.811944646223335571e-03,2.771934832053019569e-03,-2.134518682417127500e-02,1.000000000000000000e+00
2.368976458075470332e-02,-1.355411152834065311e-02,-1.401998538026594764e-02,-1.717639630141000462e-02,9.498067444850398500e-03,3.331425695143225372e-03,-7.888779899774352525e-03,-1.246496210428893817e-02,-1.027200647305978772e-02,-1.841688955387518409e-02,-1.091647330946792123e-02,-1.021428992766957970e-02,-7.524203328759491993e-03,-1.676941295842005950e-02,4.116976107050565950e-03,-2.175676406247694424e-03,-6.043544259725249640e-03,-9.007713636827990172e-03,-5.986423396737911885e-03,-1.574096513983094109e-02,-1.347940843285789364e-02,1.000000000000000000e+00
2.368976458075470332e-02,-1.695550248152228115e-02,-6.123972896720189518e-03,-9.526907290442662365e-03,6.528679169374454472e-03,1.681616472385844831e-04,1.266446469430751801e-02,3.934502443316454171e-03,-1.450374085062236182e-02,-8.605776831166337890e-03,-1.975014276869119928e-02,-1.105881479534105184e-02,-5.646911033523519148e-03,-1.035869360180555546e-02,1.104666376913187318e-03,-4.876157597316056747e-03,-5.629416621806015465e-03,-8.651164043951452970e-03,-4.681529526239403861e-03,-1.260590941500622925e-02,-1.962827628529719912e-02,1.000000000000000000e+00
2.368976458075470332e-02,-1.838716358520961144e-02,-9.905069677187889818e-03,-1.761694278895261853e-02,1.637930201367072611e-02,9.401472922203474303e-03,2.611026952381351098e-04,6.828062811420336931e-04,-7.757430027516485672e-03,2.575597990363702721e-03,-1.042316490645437896e-02,-1.135436934345279009e-02,-6.646646635580540433e-03,-1.712694089389918406e-02,1.169788770387713249e-02,3.507139209580427928e-03,-7.168845535788484838e-03,-9.451155166531995805e-03,-6.543158713297387609e-03,-5.818518363394285103e-03,-1.310119826970234172e-02,1.000000000000000000e+00
2.368976458075470332e-02,-1.898608070892775918e-02,-8.653826925694550407e-03,-1.847801092369503323e-02,1.584997627760762265e-02,2.070800455288965281e-02,3.305605257126773087e-03,-1.253608191077696006e-02,8.989382838483167201e-03,3.229183188979116437e-02,-7.715506147899608806e-03,-1.146748094064027786e-02,-6.336315741541457061e-03,-1.782207381944451649e-02,1.108496911634785330e-02,1.584795372932097310e-02,-7.154455462807875893e-03,-8.989277826332082999e-03,-6.093263439238575004e-03,2.886347158373834751e-02,-1.095967398472185751e-02,1.000000000000000000e+00
2.368976458075470332e-02,3.279866989796687005e-02,-1.580883335585541588e-02,-1.588479409929641553e-02,1.202850267090815536e-02,4.122241707119386929e-03,-3.500686528625961136e-02,-6.166121610609892612e-02,7.315577710923461784e-03,5.309247371640780228e-02,1.577318835227931385e-02,2.126288960934338834e-02,-7.837295782555021850e-03,-1.571387682726687815e-02,6.807218327163262923e-03,-1.472614888103217397e-03,9.901219472147853098e-03,4.497154185669963861e-02,-6.463419676975577788e-03,6.753015593458991384e-02,1.227607633723679266e-02,-1.000000000000000000e+00
2.368976458075470332e-02,-2.057386740383693874e-02,-1.351655869097133887e-02,-2.552675472437698073e-02,2.819230319654240230e-02,2.226826317111289463e-02,2.729480280072923027e-03,-8.071441867773128040e-03,-6.007615258542102661e-03,4.323768586325249519e-02,-2.244894159441443091e-02,-1.173728856864018552e-02,-7.428617033542092053e-03,-2.332981319636393339e-02,2.666745185469100721e-02,1.773032660091305654e-02,-7.175319651453129603e-03,-9.811999515896582466e-03,-6.834393988846646298e-03,4.773368344770350519e-02,-2.127121338678020918e-02,1.000000000000000000e+00
2.368976458075470332e-02,-1.862927783479589525e-02,-6.787499038506142508e-03,-2.253804730320713504e-02,1.532065054154452093e-02,5.019924747740975302e-03,1.112888937636444774e-02,2.308561334359410157e-03,-1.189483507464078778e-02,2.755172666825819044e-02,-2.999775255692338060e-03,-1.140084305664054200e-02,-5.835747662642843010e-03,-2.103425228871299082e-02,1.047701245242182479e-02,-6.610010144443800818e-04,-6.032888876951613896e-03,-9.096274617719130734e-03,-5.540580634500112851e-03,2.170996212525794222e-02,-6.964922299395126873e-03,-1.000000000000000000e+00
2.368976458075470332e-02,3.879095586016027136e-02,-1.929264448861129667e-03,7.694455404405268172e-03,-2.303609974732077556e-02,-2.396241342089883153e-02,-9.511008027923177621e-02,5.478093131417522549e-02,1.409704868252804368e-02,-1.764309979441574042e-02,-1.107531924809062977e-02,2.804796672316866787e-02,-4.321124638449559685e-03,5.476960903913084475e-03,-2.037042681076782838e-02,-1.959131048479225909e-02,1.121141224923122570e-01,5.078096204149886578e-02,-4.517264304768968744e-03,-1.558947402572143093e-02,-1.360040835438806189e-02,1.000000000000000000e+00
2.368976458075470332e-02,5.131179438179958065e-03,-3.136820351360042856e-03,2.252705041236735626e-03,-1.778157353810900024e-02,-1.487871598603753703e-02,-2.230921759575370950e-02,-1.717556783513362120e-02,6.967276045698426491e-03,-2.386409874685122348e-02,5.911165474868919703e-03,-2.001675839873826371e-03,-4.726149691766838058e-03,2.630807845479051117e-04,-1.768476426017949465e-02,-1.527327959425793177e-02,9.951041700243854859e-05,-7.413811657605702717e-03,-6.531367345248392103e-03,-1.634333712044490697e-02,1.502891686370590261e-03,-1.000000000000000000e+00
