6.042891234199483375e-01,-3.368977441999463918e-01,-1.871957344722154082e-01,-3.824833961702893137e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.580803134998168047e-01,-1.944518792831821385e-01,1.983316287313514337e-01,-4.429970173608752670e-01,1.000000000000000000e+00
6.016981412867263845e-01,-4.489264482688665736e-01,-3.841139659098606884e-01,-3.808434400510681828e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.863088290534928692e-04,6.735167665342699228e-02,2.268849875004279870e-01,2.963542538626568468e-01,1.000000000000000000e+00
6.296951730410055292e-01,-2.471529159071477466e-01,-2.640395869668330509e-01,-3.985640962287939071e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.259832605673884054e-01,3.063556514723777546e-01,-1.318207595702320101e-01,-3.892688672624040613e-01,1.000000000000000000e+00
3.366857790087945945e-01,-3.146959451760641402e-01,-3.071316536987375168e-01,-2.131044812931878196e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.012915843838397348e-03,-2.868914481840800085e-02,-1.033882666137845852e-01,7.976950669217311995e-01,-1.000000000000000000e+00
5.274214751064709716e-01,-2.194440728865803270e-01,-6.255523210167913684e-01,-3.338301968272813780e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.623005186021835022e-01,1.422208547693961378e-01,1.473291756835811150e-01,3.203723832522839543e-01,-1.000000000000000000e+00
4.301974119625828763e-01,-7.757936414114600943e-02,3.143896676062541418e-01,5.648339039570593467e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.864226498024989298e-01,2.432219094580986563e-01,-4.894919732195190387e-01,-1.011741243428415371e-01,1.000000000000000000e+00
4.205467401709526709e-01,-6.442611412081210298e-03,4.224983024316883995e-01,5.521629150754506776e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.652660549584734073e-01,2.294747532626176534e-01,3.640898650950387672e-01,-3.566192235089136742e-01,1.000000000000000000e+00
2.336485076505120939e-01,3.599433592779231472e-01,1.323620855270547791e-01,-1.478872798678235734e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.746771802980359278e-01,5.420589405969069574e-01,-2.886883595938465330e-01,5.088289793933942207e-01,-1.000000000000000000e+00
4.639454986664741099e-01,6.945037610684742790e-02,-2.707658823835299433e-01,-2.936532250714568026e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.224805538343064715e-01,3.994999598798910645e-01,6.158173232797310714e-02,-4.289596519865035984e-01,1.000000000000000000e+00
6.353745511121682288e-01,-3.841842525385941176e-01,-1.272296328063352855e-01,-4.021588453788356721e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.088506379860828682e-01,-3.923474798777745187e-01,3.016823648692228410e-01,1.182593247502897738e-01,1.000000000000000000e+00
3.617284407699187243e-01,7.973063286415120465e-02,-1.318666143602955088e-01,4.749365795583723182e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.596619492648579941e-01,2.259054580395871703e-01,-1.110782777526580778e-01,-3.483051186349520600e-01,1.000000000000000000e+00
3.473022482383897325e-01,2.157322665772118675e-01,3.298930559202730706e-01,4.559955017642353114e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.418429240633716504e-01,2.990593391599574713e-01,5.722291904453935540e-01,-2.812067952752156375e-01,1.000000000000000000e+00
5.790702568577161813e-01,-3.910916095375150947e-01,-1.476692683576965037e-01,-3.665211731938141648e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.683204430870235691e-01,-3.233307600103992874e-01,2.466505491025928476e-01,-4.023306625810446069e-01,1.000000000000000000e+00
2.071207147222106637e-01,2.848984368443737147e-01,3.782339878253639376e-01,6.749808413004397822e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.343680343815388256e-01,3.212659666528068780e-01,3.311388841884449485e-01,-2.153003807083877508e-01,1.000000000000000000e+00
5.447703153438041568e-01,-3.293996840748905641e-01,-1.985937764127060357e-01,-3.448111049330517819e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.162604121912082067e-01,1.468990239457899083e-01,-2.471514977256860646e-01,-5.036895186053945705e-01,1.000000000000000000e+00
6.089291391046086632e-01,-1.528746635271566734e-01,-3.887301132081931176e-01,-3.854202833134969808e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.103901843861715304e-02,-3.880221049924114651e-01,1.105832126991811021e-01,-3.764315916185149158e-01,1.000000000000000000e+00
6.363130473589806435e-01,-1.747496749465029808e-01,-3.713622919837103464e-01,-4.027528643969877642e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.296822741430593284e-01,-4.180163763442817371e-01,5.336561720408174864e-02,2.646608451602803780e-01,-1.000000000000000000e+00
3.656536540582313588e-01,1.926525386525119732e-01,1.070135137812837645e-01,-2.314396304781340952e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.800227370806763538e-01,-6.294822148505414550e-01,3.344347098898765580e-01,3.341474154417107822e-01,-1.000000000000000000e+00
3.259188198632492206e-01,9.488680319038943212e-02,4.166799823182690821e-01,4.279198207088428241e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.472110309330724898e-02,3.256238437839117372e-01,-5.619642468378749367e-01,3.228020405642790247e-01,-1.000000000000000000e+00
5.605411050539581552e-01,-3.125077491967145349e-01,-2.043429528955941210e-01,-3.547931896253740947e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.777788788320791957e-02,-3.571882597663704195e-01,2.113657212596228852e-01,-4.968020094391812913e-01,1.000000000000000000e+00
5.904752795895793493e-01,-4.544726692320499861e-01,-3.122718211504832975e-01,-3.737399558242122111e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.404766921723388517e-01,-1.900067754598042946e-01,1.360872389628424162e-01,-3.650236702978806314e-01,1.000000000000000000e+00
5.256426520057067009e-01,-3.921815153341165483e-01,-6.234425341160271250e-01,-3.327042948800215116e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.244919115054679892e-01,6.920118764010119161e-02,-7.290093310668453730e-03,-1.236210017891783419e-01,-1.000000000000000000e+00
5.672745536426554436e-01,-1.959077345493757949e-01,4.174787308104194183e-02,-3.590551102596020172e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.745642879396200609e-01,-2.160919493654216705e-01,6.020061092101001154e-01,-2.637735894517001523e-01,1.000000000000000000e+00
4.114872420359669825e-01,3.332034497772423665e-01,1.429634462761810443e-01,5.402681161827024292e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.347864397154093230e-02,3.056546065378534793e-01,3.562465717373138885e-01,-4.277378049115425074e-01,1.000000000000000000e+00
4.196530421645129350e-01,1.320689435288269209e-01,5.386717936808348151e-02,-2.656184176737705349e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.298435218040419281e-01,3.861799907618949090e-01,4.453464261871027396e-01,-3.237154913754764496e-01,1.000000000000000000e+00
